ds,zone,trigger_type,disruption_occurred,disruption_hours,rain_mm
2023-05-05,T Nagar,bandh,0,0,0.0
2023-05-05,T Nagar,heatwave,0,0,0.0
2023-05-05,Perungudi,heavy_rain,0,0,0.0
2023-05-05,Perungudi,extreme_rain,0,0,0.0
2023-05-05,Perungudi,platform_outage,0,0,0.0
2023-05-05,Perungudi,bandh,0,0,0.0
2023-05-05,Perungudi,heatwave,0,0,0.0
2023-05-06,Adyar,heavy_rain,0,0,0.0
2023-05-06,Adyar,extreme_rain,0,0,0.0
2023-05-06,Adyar,platform_outage,0,0,0.0
2023-05-06,Adyar,bandh,0,0,0.0
2023-05-06,Adyar,heatwave,0,0,0.0
2023-05-06,Velachery,heavy_rain,0,0,0.0
2023-05-06,Velachery,extreme_rain,0,0,0.0
2023-05-06,Velachery,platform_outage,0,0,0.0
2023-05-06,Velachery,bandh,0,0,0.0
2023-05-06,Velachery,heatwave,0,0,0.0
2023-05-06,Tambaram,heavy_rain,0,0,0.0
2023-05-06,Tambaram,extreme_rain,0,0,0.0
2023-05-06,Tambaram,platform_outage,0,0,0.0
2023-05-06,Tambaram,bandh,0,0,0.0
2023-05-06,Tambaram,heatwave,0,0,0.0
2023-05-06,Anna Nagar,heavy_rain,0,0,0.0
2023-05-06,Anna Nagar,extreme_rain,0,0,0.0
2023-05-06,Anna Nagar,platform_outage,0,0,0.0
2023-05-06,Anna Nagar,bandh,0,0,0.0
2023-05-06,Anna Nagar,heatwave,0,0,0.0
2023-05-06,T Nagar,heavy_rain,0,0,0.0
2023-05-06,T Nagar,extreme_rain,0,0,0.0
2023-05-06,T Nagar,platform_outage,0,0,0.0
2023-05-06,T Nagar,bandh,0,0,0.0
2023-05-06,T Nagar,heatwave,0,0,0.0
2023-05-06,Perungudi,heavy_rain,0,0,0.0
2023-05-06,Perungudi,extreme_rain,0,0,0.0
2023-05-06,Perungudi,platform_outage,0,0,0.0
2023-05-06,Perungudi,bandh,0,0,0.0
2023-05-06,Perungudi,heatwave,0,0,0.0
2023-05-07,Adyar,heavy_rain,0,0,0.0
2023-05-07,Adyar,extreme_rain,0,0,0.0
2023-05-07,Adyar,platform_outage,0,0,0.0
2023-05-07,Adyar,bandh,0,0,0.0
2023-05-07,Adyar,heatwave,0,0,0.0
2023-05-07,Velachery,heavy_rain,0,0,0.0
2023-05-07,Velachery,extreme_rain,0,0,0.0
2023-05-07,Velachery,platform_outage,0,0,0.0
2023-05-07,Velachery,bandh,0,0,0.0
2023-05-07,Velachery,heatwave,0,0,0.0
2023-05-07,Tambaram,heavy_rain,0,0,0.0
2023-05-07,Tambaram,extreme_rain,0,0,0.0
2023-05-07,Tambaram,platform_outage,0,0,0.0
2023-05-07,Tambaram,bandh,0,0,0.0
2023-05-07,Tambaram,heatwave,0,0,0.0
2023-05-07,Anna Nagar,heavy_rain,0,0,0.0
2023-05-07,Anna Nagar,extreme_rain,0,0,0.0
2023-05-07,Anna Nagar,platform_outage,0,0,0.0
2023-05-07,Anna Nagar,bandh,0,0,0.0
2023-05-07,Anna Nagar,heatwave,0,0,0.0
2023-05-07,T Nagar,heavy_rain,0,0,0.0
2023-05-07,T Nagar,extreme_rain,0,0,0.0
2023-05-07,T Nagar,platform_outage,0,0,0.0
2023-05-07,T Nagar,bandh,0,0,0.0
2023-05-07,T Nagar,heatwave,0,0,0.0
2023-05-07,Perungudi,heavy_rain,0,0,0.0
2023-05-07,Perungudi,extreme_rain,0,0,0.0
2023-05-07,Perungudi,platform_outage,0,0,0.0
2023-05-07,Perungudi,bandh,0,0,0.0
2023-05-07,Perungudi,heatwave,0,0,0.0
2023-05-08,Adyar,heavy_rain,0,0,0.0
2023-05-08,Adyar,extreme_rain,0,0,0.0
2023-05-08,Adyar,platform_outage,0,0,0.0
2023-05-08,Adyar,bandh,0,0,0.0
2023-05-08,Adyar,heatwave,0,0,0.0
2023-05-08,Velachery,heavy_rain,0,0,0.0
2023-05-08,Velachery,extreme_rain,0,0,0.0
2023-05-08,Velachery,platform_outage,0,0,0.0
2023-05-08,Velachery,bandh,0,0,0.0
2023-05-08,Velachery,heatwave,0,0,0.0
2023-05-08,Tambaram,heavy_rain,0,0,0.0
2023-05-08,Tambaram,extreme_rain,0,0,0.0
2023-05-08,Tambaram,platform_outage,0,0,0.0
2023-05-08,Tambaram,bandh,0,0,0.0
2023-05-08,Tambaram,heatwave,0,0,0.0
2023-05-08,Anna Nagar,heavy_rain,0,0,0.0
2023-05-08,Anna Nagar,extreme_rain,0,0,0.0
2023-05-08,Anna Nagar,platform_outage,0,0,0.0
2023-05-08,Anna Nagar,bandh,0,0,0.0
2023-05-08,Anna Nagar,heatwave,0,0,0.0
2023-05-08,T Nagar,heavy_rain,0,0,0.0
2023-05-08,T Nagar,extreme_rain,0,0,0.0
2023-05-08,T Nagar,platform_outage,0,0,0.0
2023-05-08,T Nagar,bandh,0,0,0.0
2023-05-08,T Nagar,heatwave,0,0,0.0
2023-05-08,Perungudi,heavy_rain,0,0,0.0
2023-05-08,Perungudi,extreme_rain,0,0,0.0
2023-05-08,Perungudi,platform_outage,0,0,0.0
2023-05-08,Perungudi,bandh,0,0,0.0
2023-05-08,Perungudi,heatwave,0,0,0.0
2023-05-09,Adyar,heavy_rain,0,0,0.0
2023-05-09,Adyar,extreme_rain,0,0,0.0
2023-05-09,Adyar,platform_outage,0,0,0.0
2023-05-09,Adyar,bandh,0,0,0.0
2023-05-09,Adyar,heatwave,0,0,0.0
2023-05-09,Velachery,heavy_rain,0,0,0.0
2023-05-09,Velachery,extreme_rain,0,0,0.0
2023-05-09,Velachery,platform_outage,0,0,0.0
2023-05-09,Velachery,bandh,0,0,0.0
2023-05-09,Velachery,heatwave,0,0,0.0
2023-05-09,Tambaram,heavy_rain,0,0,0.0
2023-05-09,Tambaram,extreme_rain,0,0,0.0
2023-05-09,Tambaram,platform_outage,0,0,0.0
2023-05-09,Tambaram,bandh,0,0,0.0
2023-05-09,Tambaram,heatwave,0,0,0.0
2023-05-09,Anna Nagar,heavy_rain,0,0,0.0
2023-05-09,Anna Nagar,extreme_rain,0,0,0.0
2023-05-09,Anna Nagar,platform_outage,0,0,0.0
2023-05-09,Anna Nagar,bandh,0,0,0.0
2023-05-09,Anna Nagar,heatwave,0,0,0.0
2023-05-09,T Nagar,heavy_rain,0,0,0.0
2023-05-09,T Nagar,extreme_rain,0,0,0.0
2023-05-09,T Nagar,platform_outage,0,0,0.0
2023-05-09,T Nagar,bandh,0,0,0.0
2023-05-09,T Nagar,heatwave,0,0,0.0
2023-05-09,Perungudi,heavy_rain,0,0,0.0
2023-05-09,Perungudi,extreme_rain,0,0,0.0
2023-05-09,Perungudi,platform_outage,0,0,0.0
2023-05-09,Perungudi,bandh,0,0,0.0
2023-05-09,Perungudi,heatwave,0,0,0.0
2023-05-10,Adyar,heavy_rain,0,0,0.0
2023-05-10,Adyar,extreme_rain,0,0,0.0
2023-05-10,Adyar,platform_outage,0,0,0.0
2023-05-10,Adyar,bandh,0,0,0.0
2023-05-10,Adyar,heatwave,0,0,0.0
2023-05-10,Velachery,heavy_rain,0,0,0.0
2023-05-10,Velachery,extreme_rain,0,0,0.0
2023-05-10,Velachery,platform_outage,0,0,0.0
2023-05-10,Velachery,bandh,0,0,0.0
2023-05-10,Velachery,heatwave,0,0,0.0
2023-05-10,Tambaram,heavy_rain,0,0,0.0
2023-05-10,Tambaram,extreme_rain,0,0,0.0
2023-05-10,Tambaram,platform_outage,0,0,0.0
2023-05-10,Tambaram,bandh,0,0,0.0
2023-05-10,Tambaram,heatwave,0,0,0.0
2023-05-10,Anna Nagar,heavy_rain,0,0,0.0
2023-05-10,Anna Nagar,extreme_rain,0,0,0.0
2023-05-10,Anna Nagar,platform_outage,0,0,0.0
2023-05-10,Anna Nagar,bandh,0,0,0.0
2023-05-10,Anna Nagar,heatwave,0,0,0.0
2023-05-10,T Nagar,heavy_rain,0,0,0.0
2023-05-10,T Nagar,extreme_rain,0,0,0.0
2023-05-10,T Nagar,platform_outage,0,0,0.0
2023-05-10,T Nagar,bandh,0,0,0.0
2023-05-10,T Nagar,heatwave,0,0,0.0
2023-05-10,Perungudi,heavy_rain,0,0,0.0
2023-05-10,Perungudi,extreme_rain,0,0,0.0
2023-05-10,Perungudi,platform_outage,0,0,0.0
2023-05-10,Perungudi,bandh,0,0,0.0
2023-05-10,Perungudi,heatwave,0,0,0.0
2023-05-11,Adyar,heavy_rain,0,0,0.0
2023-05-11,Adyar,extreme_rain,0,0,0.0
2023-05-11,Adyar,platform_outage,0,0,0.0
2023-05-11,Adyar,bandh,0,0,0.0
2023-05-11,Adyar,heatwave,0,0,0.0
2023-05-11,Velachery,heavy_rain,0,0,0.0
2023-05-11,Velachery,extreme_rain,0,0,0.0
2023-05-11,Velachery,platform_outage,0,0,0.0
2023-05-11,Velachery,bandh,0,0,0.0
2023-05-11,Velachery,heatwave,0,0,0.0
2023-05-11,Tambaram,heavy_rain,0,0,0.0
2023-05-11,Tambaram,extreme_rain,0,0,0.0
2023-05-11,Tambaram,platform_outage,0,0,0.0
2023-05-11,Tambaram,bandh,0,0,0.0
2023-05-11,Tambaram,heatwave,0,0,0.0
2023-05-11,Anna Nagar,heavy_rain,0,0,0.0
2023-05-11,Anna Nagar,extreme_rain,0,0,0.0
2023-05-11,Anna Nagar,platform_outage,0,0,0.0
2023-05-11,Anna Nagar,bandh,0,0,0.0
2023-05-11,Anna Nagar,heatwave,0,0,0.0
2023-05-11,T Nagar,heavy_rain,0,0,0.0
2023-05-11,T Nagar,extreme_rain,0,0,0.0
2023-05-11,T Nagar,platform_outage,0,0,0.0
2023-05-11,T Nagar,bandh,0,0,0.0
2023-05-11,T Nagar,heatwave,0,0,0.0
2023-05-11,Perungudi,heavy_rain,0,0,0.0
2023-05-11,Perungudi,extreme_rain,0,0,0.0
2023-05-11,Perungudi,platform_outage,0,0,0.0
2023-05-11,Perungudi,bandh,0,0,0.0
2023-05-11,Perungudi,heatwave,0,0,0.0
2023-05-12,Adyar,heavy_rain,0,0,0.0
2023-05-12,Adyar,extreme_rain,0,0,0.0
2023-05-12,Adyar,platform_outage,0,0,0.0
2023-05-12,Adyar,bandh,0,0,0.0
2023-05-12,Adyar,heatwave,0,0,0.0
2023-05-12,Velachery,heavy_rain,0,0,0.0
2023-05-12,Velachery,extreme_rain,0,0,0.0
2023-05-12,Velachery,platform_outage,0,0,0.0
2023-05-12,Velachery,bandh,0,0,0.0
2023-05-12,Velachery,heatwave,0,0,0.0
2023-05-12,Tambaram,heavy_rain,0,0,0.0
2023-05-12,Tambaram,extreme_rain,0,0,0.0
2023-05-12,Tambaram,platform_outage,0,0,0.0
2023-05-12,Tambaram,bandh,0,0,0.0
2023-05-12,Tambaram,heatwave,0,0,0.0
2023-05-12,Anna Nagar,heavy_rain,0,0,0.0
2023-05-12,Anna Nagar,extreme_rain,0,0,0.0
2023-05-12,Anna Nagar,platform_outage,0,0,0.0
2023-05-12,Anna Nagar,bandh,0,0,0.0
2023-05-12,Anna Nagar,heatwave,0,0,0.0
2023-05-12,T Nagar,heavy_rain,0,0,0.0
2023-05-12,T Nagar,extreme_rain,0,0,0.0
2023-05-12,T Nagar,platform_outage,0,0,0.0
2023-05-12,T Nagar,bandh,0,0,0.0
2023-05-12,T Nagar,heatwave,0,0,0.0
2023-05-12,Perungudi,heavy_rain,0,0,0.0
2023-05-12,Perungudi,extreme_rain,0,0,0.0
2023-05-12,Perungudi,platform_outage,0,0,0.0
2023-05-12,Perungudi,bandh,0,0,0.0
2023-05-12,Perungudi,heatwave,0,0,0.0
2023-05-13,Adyar,heavy_rain,0,0,0.0
2023-05-13,Adyar,extreme_rain,0,0,0.0
2023-05-13,Adyar,platform_outage,0,0,0.0
2023-05-13,Adyar,bandh,0,0,0.0
2023-05-13,Adyar,heatwave,0,0,0.0
2023-05-13,Velachery,heavy_rain,0,0,0.0
2023-05-13,Velachery,extreme_rain,0,0,0.0
2023-05-13,Velachery,platform_outage,0,0,0.0
2023-05-13,Velachery,bandh,0,0,0.0
2023-05-13,Velachery,heatwave,0,0,0.0
2023-05-13,Tambaram,heavy_rain,0,0,0.0
2023-05-13,Tambaram,extreme_rain,0,0,0.0
2023-05-13,Tambaram,platform_outage,0,0,0.0
2023-05-13,Tambaram,bandh,0,0,0.0
2023-05-13,Tambaram,heatwave,0,0,0.0
2023-05-13,Anna Nagar,heavy_rain,0,0,0.0
2023-05-13,Anna Nagar,extreme_rain,0,0,0.0
2023-05-13,Anna Nagar,platform_outage,0,0,0.0
2023-05-13,Anna Nagar,bandh,0,0,0.0
2023-05-13,Anna Nagar,heatwave,0,0,0.0
2023-05-13,T Nagar,heavy_rain,0,0,0.0
2023-05-13,T Nagar,extreme_rain,0,0,0.0
2023-05-13,T Nagar,platform_outage,0,0,0.0
2023-05-13,T Nagar,bandh,0,0,0.0
2023-05-13,T Nagar,heatwave,0,0,0.0
2023-05-13,Perungudi,heavy_rain,0,0,0.0
2023-05-13,Perungudi,extreme_rain,0,0,0.0
2023-05-13,Perungudi,platform_outage,0,0,0.0
2023-05-13,Perungudi,bandh,0,0,0.0
2023-05-13,Perungudi,heatwave,0,0,0.0
2023-05-14,Adyar,heavy_rain,0,0,0.0
2023-05-14,Adyar,extreme_rain,0,0,0.0
2023-05-14,Adyar,platform_outage,0,0,0.0
2023-05-14,Adyar,bandh,0,0,0.0
2023-05-14,Adyar,heatwave,0,0,0.0
2023-05-14,Velachery,heavy_rain,0,0,0.0
2023-05-14,Velachery,extreme_rain,0,0,0.0
2023-05-14,Velachery,platform_outage,0,0,0.0
2023-05-14,Velachery,bandh,0,0,0.0
2023-05-14,Velachery,heatwave,0,0,0.0
2023-05-14,Tambaram,heavy_rain,0,0,0.0
2023-05-14,Tambaram,extreme_rain,0,0,0.0
2023-05-14,Tambaram,platform_outage,0,0,0.0
2023-05-14,Tambaram,bandh,0,0,0.0
2023-05-14,Tambaram,heatwave,0,0,0.0
2023-05-14,Anna Nagar,heavy_rain,0,0,0.0
2023-05-14,Anna Nagar,extreme_rain,0,0,0.0
2023-05-14,Anna Nagar,platform_outage,0,0,0.0
2023-05-14,Anna Nagar,bandh,0,0,0.0
2023-05-14,Anna Nagar,heatwave,0,0,0.0
2023-05-14,T Nagar,heavy_rain,0,0,0.0
2023-05-14,T Nagar,extreme_rain,0,0,0.0
2023-05-14,T Nagar,platform_outage,0,0,0.0
2023-05-14,T Nagar,bandh,0,0,0.0
2023-05-14,T Nagar,heatwave,0,0,0.0
2023-05-14,Perungudi,heavy_rain,0,0,0.0
2023-05-14,Perungudi,extreme_rain,0,0,0.0
2023-05-14,Perungudi,platform_outage,0,0,0.0
2023-05-14,Perungudi,bandh,0,0,0.0
2023-05-14,Perungudi,heatwave,0,0,0.0
2023-05-15,Adyar,heavy_rain,0,0,0.0
2023-05-15,Adyar,extreme_rain,0,0,0.0
2023-05-15,Adyar,platform_outage,0,0,0.0
2023-05-15,Adyar,bandh,0,0,0.0
2023-05-15,Adyar,heatwave,0,0,0.0
2023-05-15,Velachery,heavy_rain,0,0,0.0
2023-05-15,Velachery,extreme_rain,0,0,0.0
2023-05-15,Velachery,platform_outage,0,0,0.0
2023-05-15,Velachery,bandh,0,0,0.0
2023-05-15,Velachery,heatwave,0,0,0.0
2023-05-15,Tambaram,heavy_rain,0,0,0.0
2023-05-15,Tambaram,extreme_rain,0,0,0.0
2023-05-15,Tambaram,platform_outage,0,0,0.0
2023-05-15,Tambaram,bandh,0,0,0.0
2023-05-15,Tambaram,heatwave,0,0,0.0
2023-05-15,Anna Nagar,heavy_rain,0,0,0.0
2023-05-15,Anna Nagar,extreme_rain,0,0,0.0
2023-05-15,Anna Nagar,platform_outage,0,0,0.0
2023-05-15,Anna Nagar,bandh,0,0,0.0
2023-05-15,Anna Nagar,heatwave,0,0,0.0
2023-05-15,T Nagar,heavy_rain,0,0,0.0
2023-05-15,T Nagar,extreme_rain,0,0,0.0
2023-05-15,T Nagar,platform_outage,0,0,0.0
2023-05-15,T Nagar,bandh,0,0,0.0
2023-05-15,T Nagar,heatwave,0,0,0.0
2023-05-15,Perungudi,heavy_rain,0,0,0.0
2023-05-15,Perungudi,extreme_rain,0,0,0.0
2023-05-15,Perungudi,platform_outage,0,0,0.0
2023-05-15,Perungudi,bandh,0,0,0.0
2023-05-15,Perungudi,heatwave,0,0,0.0
2023-05-16,Adyar,heavy_rain,0,0,0.0
2023-05-16,Adyar,extreme_rain,0,0,0.0
2023-05-16,Adyar,platform_outage,0,0,0.0
2023-05-16,Adyar,bandh,0,0,0.0
2023-05-16,Adyar,heatwave,0,0,0.0
2023-05-16,Velachery,heavy_rain,0,0,0.0
2023-05-16,Velachery,extreme_rain,0,0,0.0
2023-05-16,Velachery,platform_outage,0,0,0.0
2023-05-16,Velachery,bandh,0,0,0.0
2023-05-16,Velachery,heatwave,0,0,0.0
2023-05-16,Tambaram,heavy_rain,0,0,0.0
2023-05-16,Tambaram,extreme_rain,0,0,0.0
2023-05-16,Tambaram,platform_outage,0,0,0.0
2023-05-16,Tambaram,bandh,0,0,0.0
2023-05-16,Tambaram,heatwave,0,0,0.0
2023-05-16,Anna Nagar,heavy_rain,0,0,0.0
2023-05-16,Anna Nagar,extreme_rain,0,0,0.0
2023-05-16,Anna Nagar,platform_outage,0,0,0.0
2023-05-16,Anna Nagar,bandh,0,0,0.0
2023-05-16,Anna Nagar,heatwave,0,0,0.0
2023-05-16,T Nagar,heavy_rain,0,0,0.0
2023-05-16,T Nagar,extreme_rain,0,0,0.0
2023-05-16,T Nagar,platform_outage,0,0,0.0
2023-05-16,T Nagar,bandh,0,0,0.0
2023-05-16,T Nagar,heatwave,0,0,0.0
2023-05-16,Perungudi,heavy_rain,0,0,0.0
2023-05-16,Perungudi,extreme_rain,0,0,0.0
2023-05-16,Perungudi,platform_outage,0,0,0.0
2023-05-16,Perungudi,bandh,0,0,0.0
2023-05-16,Perungudi,heatwave,0,0,0.0
2023-05-17,Adyar,heavy_rain,0,0,0.0
2023-05-17,Adyar,extreme_rain,0,0,0.0
2023-05-17,Adyar,platform_outage,0,0,0.0
2023-05-17,Adyar,bandh,0,0,0.0
2023-05-17,Adyar,heatwave,0,0,0.0
2023-05-17,Velachery,heavy_rain,0,0,0.0
2023-05-17,Velachery,extreme_rain,0,0,0.0
2023-05-17,Velachery,platform_outage,0,0,0.0
2023-05-17,Velachery,bandh,0,0,0.0
2023-05-17,Velachery,heatwave,0,0,0.0
2023-05-17,Tambaram,heavy_rain,0,0,0.0
2023-05-17,Tambaram,extreme_rain,0,0,0.0
2023-05-17,Tambaram,platform_outage,0,0,0.0
2023-05-17,Tambaram,bandh,0,0,0.0
2023-05-17,Tambaram,heatwave,0,0,0.0
2023-05-17,Anna Nagar,heavy_rain,0,0,0.0
2023-05-17,Anna Nagar,extreme_rain,0,0,0.0
2023-05-17,Anna Nagar,platform_outage,0,0,0.0
2023-05-17,Anna Nagar,bandh,0,0,0.0
2023-05-17,Anna Nagar,heatwave,0,0,0.0
2023-05-17,T Nagar,heavy_rain,0,0,0.0
2023-05-17,T Nagar,extreme_rain,0,0,0.0
2023-05-17,T Nagar,platform_outage,0,0,0.0
2023-05-17,T Nagar,bandh,0,0,0.0
2023-05-17,T Nagar,heatwave,0,0,0.0
2023-05-17,Perungudi,heavy_rain,0,0,0.0
2023-05-17,Perungudi,extreme_rain,0,0,0.0
2023-05-17,Perungudi,platform_outage,0,0,0.0
2023-05-17,Perungudi,bandh,0,0,0.0
2023-05-17,Perungudi,heatwave,0,0,0.0
2023-05-18,Adyar,heavy_rain,0,0,0.0
2023-05-18,Adyar,extreme_rain,0,0,0.0
2023-05-18,Adyar,platform_outage,0,0,0.0
2023-05-18,Adyar,bandh,0,0,0.0
2023-05-18,Adyar,heatwave,0,0,0.0
2023-05-18,Velachery,heavy_rain,0,0,0.0
2023-05-18,Velachery,extreme_rain,0,0,0.0
2023-05-18,Velachery,platform_outage,0,0,0.0
2023-05-18,Velachery,bandh,0,0,0.0
2023-05-18,Velachery,heatwave,0,0,0.0
2023-05-18,Tambaram,heavy_rain,0,0,0.0
2023-05-18,Tambaram,extreme_rain,0,0,0.0
2023-05-18,Tambaram,platform_outage,0,0,0.0
2023-05-18,Tambaram,bandh,0,0,0.0
2023-05-18,Tambaram,heatwave,0,0,0.0
2023-05-18,Anna Nagar,heavy_rain,0,0,0.0
2023-05-18,Anna Nagar,extreme_rain,0,0,0.0
2023-05-18,Anna Nagar,platform_outage,0,0,0.0
2023-05-18,Anna Nagar,bandh,0,0,0.0
2023-05-18,Anna Nagar,heatwave,0,0,0.0
2023-05-18,T Nagar,heavy_rain,0,0,0.0
2023-05-18,T Nagar,extreme_rain,0,0,0.0
2023-05-18,T Nagar,platform_outage,0,0,0.0
2023-05-18,T Nagar,bandh,0,0,0.0
2023-05-18,T Nagar,heatwave,0,0,0.0
2023-05-18,Perungudi,heavy_rain,0,0,0.0
2023-05-18,Perungudi,extreme_rain,0,0,0.0
2023-05-18,Perungudi,platform_outage,0,0,0.0
2023-05-18,Perungudi,bandh,0,0,0.0
2023-05-18,Perungudi,heatwave,0,0,0.0
2023-05-19,Adyar,heavy_rain,0,0,0.0
2023-05-19,Adyar,extreme_rain,0,0,0.0
2023-05-19,Adyar,platform_outage,0,0,0.0
2023-05-19,Adyar,bandh,0,0,0.0
2023-05-19,Adyar,heatwave,1,4,0.0
2023-05-19,Velachery,heavy_rain,0,0,0.0
2023-05-19,Velachery,extreme_rain,0,0,0.0
2023-05-19,Velachery,platform_outage,0,0,0.0
2023-05-19,Velachery,bandh,0,0,0.0
2023-05-19,Velachery,heatwave,1,3,0.0
2023-05-19,Tambaram,heavy_rain,0,0,0.0
2023-05-19,Tambaram,extreme_rain,0,0,0.0
2023-05-19,Tambaram,platform_outage,0,0,0.0
2023-05-19,Tambaram,bandh,0,0,0.0
2023-05-19,Tambaram,heatwave,1,12,0.0
2023-05-19,Anna Nagar,heavy_rain,0,0,0.0
2023-05-19,Anna Nagar,extreme_rain,0,0,0.0
2023-05-19,Anna Nagar,platform_outage,0,0,0.0
2023-05-19,Anna Nagar,bandh,0,0,0.0
2023-05-19,Anna Nagar,heatwave,1,8,0.0
2023-05-19,T Nagar,heavy_rain,0,0,0.0
2023-05-19,T Nagar,extreme_rain,0,0,0.0
2023-05-19,T Nagar,platform_outage,0,0,0.0
2023-05-19,T Nagar,bandh,0,0,0.0
2023-05-19,T Nagar,heatwave,1,8,0.0
2023-05-19,Perungudi,heavy_rain,0,0,0.0
2023-05-19,Perungudi,extreme_rain,0,0,0.0
2023-05-19,Perungudi,platform_outage,0,0,0.0
2023-05-19,Perungudi,bandh,0,0,0.0
2023-05-19,Perungudi,heatwave,1,2,0.0
2023-05-20,Adyar,heavy_rain,0,0,0.0
2023-05-20,Adyar,extreme_rain,0,0,0.0
2023-05-20,Adyar,platform_outage,0,0,0.0
2023-05-20,Adyar,bandh,0,0,0.0
2023-05-20,Adyar,heatwave,0,0,0.0
2023-05-20,Velachery,heavy_rain,0,0,0.0
2023-05-20,Velachery,extreme_rain,0,0,0.0
2023-05-20,Velachery,platform_outage,0,0,0.0
2023-05-20,Velachery,bandh,0,0,0.0
2023-05-20,Velachery,heatwave,0,0,0.0
2023-05-20,Tambaram,heavy_rain,0,0,0.0
2023-05-20,Tambaram,extreme_rain,0,0,0.0
2023-05-20,Tambaram,platform_outage,0,0,0.0
2023-05-20,Tambaram,bandh,0,0,0.0
2023-05-20,Tambaram,heatwave,0,0,0.0
2023-05-20,Anna Nagar,heavy_rain,0,0,0.0
2023-05-20,Anna Nagar,extreme_rain,0,0,0.0
2023-05-20,Anna Nagar,platform_outage,0,0,0.0
2023-05-20,Anna Nagar,bandh,0,0,0.0
2023-05-20,Anna Nagar,heatwave,0,0,0.0
2023-05-20,T Nagar,heavy_rain,0,0,0.0
2023-05-20,T Nagar,extreme_rain,0,0,0.0
2023-05-20,T Nagar,platform_outage,0,0,0.0
2023-05-20,T Nagar,bandh,0,0,0.0
2023-05-20,T Nagar,heatwave,0,0,0.0
2023-05-20,Perungudi,heavy_rain,0,0,0.0
2023-05-20,Perungudi,extreme_rain,0,0,0.0
2023-05-20,Perungudi,platform_outage,0,0,0.0
2023-05-20,Perungudi,bandh,0,0,0.0
2023-05-20,Perungudi,heatwave,0,0,0.0
2023-05-21,Adyar,heavy_rain,0,0,0.0
2023-05-21,Adyar,extreme_rain,0,0,0.0
2023-05-21,Adyar,platform_outage,0,0,0.0
2023-05-21,Adyar,bandh,0,0,0.0
2023-05-21,Adyar,heatwave,1,3,0.0
2023-05-21,Velachery,heavy_rain,0,0,0.0
2023-05-21,Velachery,extreme_rain,0,0,0.0
2023-05-21,Velachery,platform_outage,0,0,0.0
2023-05-21,Velachery,bandh,0,0,0.0
2023-05-21,Velachery,heatwave,0,0,0.0
2023-05-21,Tambaram,heavy_rain,0,0,0.0
2023-05-21,Tambaram,extreme_rain,0,0,0.0
2023-05-21,Tambaram,platform_outage,0,0,0.0
2023-05-21,Tambaram,bandh,0,0,0.0
2023-05-21,Tambaram,heatwave,1,8,0.0
2023-05-21,Anna Nagar,heavy_rain,0,0,0.0
2023-05-21,Anna Nagar,extreme_rain,0,0,0.0
2023-05-21,Anna Nagar,platform_outage,0,0,0.0
2023-05-21,Anna Nagar,bandh,0,0,0.0
2023-05-21,Anna Nagar,heatwave,1,2,0.0
2023-05-21,T Nagar,heavy_rain,0,0,0.0
2023-05-21,T Nagar,extreme_rain,0,0,0.0
2023-05-21,T Nagar,platform_outage,0,0,0.0
2023-05-21,T Nagar,bandh,0,0,0.0
2023-05-21,T Nagar,heatwave,1,6,0.0
2023-05-21,Perungudi,heavy_rain,0,0,0.0
2023-05-21,Perungudi,extreme_rain,0,0,0.0
2023-05-21,Perungudi,platform_outage,0,0,0.0
2023-05-21,Perungudi,bandh,0,0,0.0
2023-05-21,Perungudi,heatwave,1,9,0.0
2023-05-22,Adyar,heavy_rain,0,0,0.0
2023-05-22,Adyar,extreme_rain,0,0,0.0
2023-05-22,Adyar,platform_outage,0,0,0.0
2023-05-22,Adyar,bandh,0,0,0.0
2023-05-22,Adyar,heatwave,0,0,0.0
2023-05-22,Velachery,heavy_rain,0,0,0.0
2023-05-22,Velachery,extreme_rain,0,0,0.0
2023-05-22,Velachery,platform_outage,0,0,0.0
2023-05-22,Velachery,bandh,0,0,0.0
2023-05-22,Velachery,heatwave,0,0,0.0
2023-05-22,Tambaram,heavy_rain,0,0,0.0
2023-05-22,Tambaram,extreme_rain,0,0,0.0
2023-05-22,Tambaram,platform_outage,0,0,0.0
2023-05-22,Tambaram,bandh,0,0,0.0
2023-05-22,Tambaram,heatwave,0,0,0.0
2023-05-22,Anna Nagar,heavy_rain,0,0,0.0
2023-05-22,Anna Nagar,extreme_rain,0,0,0.0
2023-05-22,Anna Nagar,platform_outage,0,0,0.0
2023-05-22,Anna Nagar,bandh,0,0,0.0
2023-05-22,Anna Nagar,heatwave,0,0,0.0
2023-05-22,T Nagar,heavy_rain,0,0,0.0
2023-05-22,T Nagar,extreme_rain,0,0,0.0
2023-05-22,T Nagar,platform_outage,0,0,0.0
2023-05-22,T Nagar,bandh,0,0,0.0
2023-05-22,T Nagar,heatwave,0,0,0.0
2023-05-22,Perungudi,heavy_rain,0,0,0.0
2023-05-22,Perungudi,extreme_rain,0,0,0.0
2023-05-22,Perungudi,platform_outage,0,0,0.0
2023-05-22,Perungudi,bandh,0,0,0.0
2023-05-22,Perungudi,heatwave,0,0,0.0
2023-05-23,Adyar,heavy_rain,0,0,0.0
2023-05-23,Adyar,extreme_rain,0,0,0.0
2023-05-23,Adyar,platform_outage,0,0,0.0
2023-05-23,Adyar,bandh,0,0,0.0
